
Token Cruncher Benchmark Results:

| ZhiWen File   | Equivalent File   |   ZhiWen Tokens |   Equivalent Tokens | Reduction   |
| sim_0291.zw   | sim_0291.json     |             257 |                 217 | -18.43%     |
| sim_0053.zw   | sim_0053.json     |             255 |                 223 | -14.35%     |
| sim_0528.zw   | sim_0528.json     |             262 |                 214 | -22.43%     |
| sim_0367.zw   | sim_0367.json     |             255 |                 216 | -18.06%     |
| sim_0688.zw   | sim_0688.json     |             274 |                 242 | -13.22%     |
| sim_0317.zw   | sim_0317.json     |             294 |                 260 | -13.08%     |
| sim_0655.zw   | sim_0655.json     |             258 |                 231 | -11.69%     |
| sim_0294.zw   | sim_0294.json     |             248 |                 218 | -13.76%     |
| sim_0356.zw   | sim_0356.json     |             252 |                 229 | -10.04%     |
| sim_0866.zw   | sim_0866.json     |             254 |                 226 | -12.39%     |
| sim_0740.zw   | sim_0740.json     |             292 |                 244 | -19.67%     |
| sim_0239.zw   | sim_0239.json     |             255 |                 223 | -14.35%     |
| sim_0106.zw   | sim_0106.json     |             290 |                 255 | -13.73%     |
| sim_0987.zw   | sim_0987.json     |             256 |                 233 | -9.87%      |
| sim_0559.zw   | sim_0559.json     |             279 |                 243 | -14.81%     |
| sim_0973.zw   | sim_0973.json     |             279 |                 233 | -19.74%     |
| sim_0227.zw   | sim_0227.json     |             263 |                 219 | -20.09%     |
| sim_0475.zw   | sim_0475.json     |             256 |                 209 | -22.49%     |
| sim_0141.zw   | sim_0141.json     |             249 |                 221 | -12.67%     |
| sim_0130.zw   | sim_0130.json     |             245 |                 216 | -13.43%     |
| sim_0622.zw   | sim_0622.json     |             268 |                 231 | -16.02%     |
| sim_0056.zw   | sim_0056.json     |             260 |                 237 | -9.70%      |
| sim_0529.zw   | sim_0529.json     |             250 |                 221 | -13.12%     |
| sim_0260.zw   | sim_0260.json     |             253 |                 228 | -10.96%     |
| sim_0216.zw   | sim_0216.json     |             251 |                 225 | -11.56%     |
| sim_0748.zw   | sim_0748.json     |             283 |                 241 | -17.43%     |
| sim_0249.zw   | sim_0249.json     |             275 |                 245 | -12.24%     |
| sim_0618.zw   | sim_0618.json     |             270 |                 239 | -12.97%     |
| sim_0118.zw   | sim_0118.json     |             274 |                 228 | -20.18%     |
| sim_0220.zw   | sim_0220.json     |             266 |                 236 | -12.71%     |
| sim_0898.zw   | sim_0898.json     |             264 |                 229 | -15.28%     |
| sim_0255.zw   | sim_0255.json     |             265 |                 238 | -11.34%     |
| sim_0092.zw   | sim_0092.json     |             277 |                 244 | -13.52%     |
| sim_0369.zw   | sim_0369.json     |             282 |                 251 | -12.35%     |
| sim_0019.zw   | sim_0019.json     |             258 |                 214 | -20.56%     |
| sim_0813.zw   | sim_0813.json     |             244 |                 222 | -9.91%      |
| sim_0544.zw   | sim_0544.json     |             273 |                 231 | -18.18%     |
| sim_0611.zw   | sim_0611.json     |             248 |                 214 | -15.89%     |
| sim_0284.zw   | sim_0284.json     |             261 |                 227 | -14.98%     |
| sim_0787.zw   | sim_0787.json     |             251 |                 223 | -12.56%     |
| sim_0226.zw   | sim_0226.json     |             268 |                 243 | -10.29%     |
| sim_0076.zw   | sim_0076.json     |             286 |                 233 | -22.75%     |
| sim_0365.zw   | sim_0365.json     |             267 |                 240 | -11.25%     |
| sim_0968.zw   | sim_0968.json     |             266 |                 227 | -17.18%     |
| sim_0039.zw   | sim_0039.json     |             254 |                 229 | -10.92%     |
| sim_0729.zw   | sim_0729.json     |             244 |                 221 | -10.41%     |
| sim_0343.zw   | sim_0343.json     |             288 |                 251 | -14.74%     |
| sim_0500.zw   | sim_0500.json     |             261 |                 227 | -14.98%     |
| sim_0018.zw   | sim_0018.json     |             275 |                 232 | -18.53%     |
| sim_0486.zw   | sim_0486.json     |             261 |                 234 | -11.54%     |
| sim_0376.zw   | sim_0376.json     |             265 |                 228 | -16.23%     |
| sim_0411.zw   | sim_0411.json     |             270 |                 224 | -20.54%     |
| sim_0718.zw   | sim_0718.json     |             277 |                 241 | -14.94%     |
| sim_0709.zw   | sim_0709.json     |             257 |                 231 | -11.26%     |
| sim_0711.zw   | sim_0711.json     |             242 |                 207 | -16.91%     |
| sim_0417.zw   | sim_0417.json     |             269 |                 235 | -14.47%     |
| sim_0062.zw   | sim_0062.json     |             244 |                 228 | -7.02%      |
| sim_0599.zw   | sim_0599.json     |             270 |                 226 | -19.47%     |
| sim_0816.zw   | sim_0816.json     |             235 |                 217 | -8.29%      |
| sim_0463.zw   | sim_0463.json     |             285 |                 237 | -20.25%     |
| sim_0429.zw   | sim_0429.json     |             261 |                 237 | -10.13%     |
| sim_0318.zw   | sim_0318.json     |             241 |                 223 | -8.07%      |
| sim_0370.zw   | sim_0370.json     |             263 |                 230 | -14.35%     |
| sim_0919.zw   | sim_0919.json     |             261 |                 222 | -17.57%     |
| sim_0570.zw   | sim_0570.json     |             304 |                 263 | -15.59%     |
| sim_0144.zw   | sim_0144.json     |             281 |                 242 | -16.12%     |
| sim_0845.zw   | sim_0845.json     |             278 |                 239 | -16.32%     |
| sim_0771.zw   | sim_0771.json     |             261 |                 241 | -8.30%      |
| sim_0254.zw   | sim_0254.json     |             272 |                 234 | -16.24%     |
| sim_0873.zw   | sim_0873.json     |             280 |                 234 | -19.66%     |
| sim_0875.zw   | sim_0875.json     |             240 |                 213 | -12.68%     |
| sim_0678.zw   | sim_0678.json     |             257 |                 230 | -11.74%     |
| sim_0165.zw   | sim_0165.json     |             260 |                 213 | -22.07%     |
| sim_0331.zw   | sim_0331.json     |             276 |                 239 | -15.48%     |
| sim_0569.zw   | sim_0569.json     |             278 |                 241 | -15.35%     |
| sim_0158.zw   | sim_0158.json     |             273 |                 238 | -14.71%     |
| sim_0699.zw   | sim_0699.json     |             273 |                 234 | -16.67%     |
| sim_0727.zw   | sim_0727.json     |             264 |                 220 | -20.00%     |
| sim_0847.zw   | sim_0847.json     |             269 |                 228 | -17.98%     |
| sim_0920.zw   | sim_0920.json     |             263 |                 241 | -9.13%      |
| sim_0385.zw   | sim_0385.json     |             271 |                 233 | -16.31%     |
| sim_0895.zw   | sim_0895.json     |             256 |                 226 | -13.27%     |
| sim_0449.zw   | sim_0449.json     |             291 |                 257 | -13.23%     |
| sim_0252.zw   | sim_0252.json     |             244 |                 224 | -8.93%      |
| sim_0223.zw   | sim_0223.json     |             257 |                 217 | -18.43%     |
| sim_0484.zw   | sim_0484.json     |             280 |                 245 | -14.29%     |
| sim_0808.zw   | sim_0808.json     |             288 |                 253 | -13.83%     |
| sim_0770.zw   | sim_0770.json     |             251 |                 231 | -8.66%      |
| sim_0478.zw   | sim_0478.json     |             269 |                 234 | -14.96%     |
| sim_0831.zw   | sim_0831.json     |             280 |                 228 | -22.81%     |
| sim_0306.zw   | sim_0306.json     |             255 |                 223 | -14.35%     |
| sim_0126.zw   | sim_0126.json     |             267 |                 227 | -17.62%     |
| sim_0780.zw   | sim_0780.json     |             277 |                 245 | -13.06%     |
| sim_0943.zw   | sim_0943.json     |             264 |                 230 | -14.78%     |
| sim_0243.zw   | sim_0243.json     |             272 |                 237 | -14.77%     |
| sim_0036.zw   | sim_0036.json     |             272 |                 229 | -18.78%     |
| sim_0530.zw   | sim_0530.json     |             275 |                 234 | -17.52%     |
| sim_0017.zw   | sim_0017.json     |             264 |                 236 | -11.86%     |
| sim_0576.zw   | sim_0576.json     |             270 |                 239 | -12.97%     |
| sim_0332.zw   | sim_0332.json     |             253 |                 238 | -6.30%      |
| sim_0327.zw   | sim_0327.json     |             271 |                 228 | -18.86%     |
| sim_0001.zw   | sim_0001.json     |             278 |                 231 | -20.35%     |
| sim_0578.zw   | sim_0578.json     |             264 |                 224 | -17.86%     |
| sim_0316.zw   | sim_0316.json     |             253 |                 217 | -16.59%     |
| sim_0149.zw   | sim_0149.json     |             263 |                 232 | -13.36%     |
| sim_0058.zw   | sim_0058.json     |             253 |                 229 | -10.48%     |
| sim_0888.zw   | sim_0888.json     |             294 |                 251 | -17.13%     |
| sim_0792.zw   | sim_0792.json     |             264 |                 237 | -11.39%     |
| sim_0263.zw   | sim_0263.json     |             280 |                 242 | -15.70%     |
| sim_0107.zw   | sim_0107.json     |             255 |                 221 | -15.38%     |
| sim_0420.zw   | sim_0420.json     |             283 |                 241 | -17.43%     |
| sim_0393.zw   | sim_0393.json     |             245 |                 216 | -13.43%     |
| sim_0075.zw   | sim_0075.json     |             283 |                 250 | -13.20%     |
| sim_0731.zw   | sim_0731.json     |             259 |                 227 | -14.10%     |
| sim_0240.zw   | sim_0240.json     |             267 |                 233 | -14.59%     |
| sim_0527.zw   | sim_0527.json     |             283 |                 231 | -22.51%     |
| sim_0791.zw   | sim_0791.json     |             258 |                 223 | -15.70%     |
| sim_0012.zw   | sim_0012.json     |             289 |                 246 | -17.48%     |
| sim_0256.zw   | sim_0256.json     |             262 |                 227 | -15.42%     |
| sim_0617.zw   | sim_0617.json     |             250 |                 227 | -10.13%     |
| sim_0955.zw   | sim_0955.json     |             248 |                 213 | -16.43%     |
| sim_0205.zw   | sim_0205.json     |             249 |                 224 | -11.16%     |
| sim_0878.zw   | sim_0878.json     |             251 |                 212 | -18.40%     |
| sim_0881.zw   | sim_0881.json     |             271 |                 222 | -22.07%     |
| sim_0174.zw   | sim_0174.json     |             259 |                 221 | -17.19%     |
| sim_0359.zw   | sim_0359.json     |             267 |                 222 | -20.27%     |
| sim_0805.zw   | sim_0805.json     |             258 |                 231 | -11.69%     |
| sim_0826.zw   | sim_0826.json     |             260 |                 232 | -12.07%     |
| sim_0739.zw   | sim_0739.json     |             274 |                 242 | -13.22%     |
| sim_0401.zw   | sim_0401.json     |             271 |                 240 | -12.92%     |
| sim_0212.zw   | sim_0212.json     |             265 |                 245 | -8.16%      |
| sim_0502.zw   | sim_0502.json     |             255 |                 231 | -10.39%     |
| sim_0964.zw   | sim_0964.json     |             273 |                 228 | -19.74%     |
| sim_0803.zw   | sim_0803.json     |             273 |                 241 | -13.28%     |
| sim_0495.zw   | sim_0495.json     |             272 |                 236 | -15.25%     |
| sim_0719.zw   | sim_0719.json     |             263 |                 219 | -20.09%     |
| sim_0604.zw   | sim_0604.json     |             272 |                 243 | -11.93%     |
| sim_0950.zw   | sim_0950.json     |             242 |                 226 | -7.08%      |
| sim_0264.zw   | sim_0264.json     |             289 |                 253 | -14.23%     |
| sim_0084.zw   | sim_0084.json     |             278 |                 240 | -15.83%     |
| sim_0404.zw   | sim_0404.json     |             278 |                 230 | -20.87%     |
| sim_0591.zw   | sim_0591.json     |             265 |                 247 | -7.29%      |
| sim_0311.zw   | sim_0311.json     |             251 |                 224 | -12.05%     |
| sim_0903.zw   | sim_0903.json     |             267 |                 242 | -10.33%     |
| sim_0759.zw   | sim_0759.json     |             256 |                 221 | -15.84%     |
| sim_0798.zw   | sim_0798.json     |             259 |                 216 | -19.91%     |
| sim_0754.zw   | sim_0754.json     |             274 |                 234 | -17.09%     |
| sim_0937.zw   | sim_0937.json     |             271 |                 242 | -11.98%     |
| sim_0078.zw   | sim_0078.json     |             243 |                 212 | -14.62%     |
| sim_0676.zw   | sim_0676.json     |             251 |                 225 | -11.56%     |
| sim_0904.zw   | sim_0904.json     |             250 |                 225 | -11.11%     |
| sim_0940.zw   | sim_0940.json     |             265 |                 236 | -12.29%     |
| sim_0021.zw   | sim_0021.json     |             262 |                 237 | -10.55%     |
| sim_0494.zw   | sim_0494.json     |             271 |                 222 | -22.07%     |
| sim_0692.zw   | sim_0692.json     |             269 |                 223 | -20.63%     |
| sim_0043.zw   | sim_0043.json     |             273 |                 235 | -16.17%     |
| sim_0313.zw   | sim_0313.json     |             250 |                 217 | -15.21%     |
| sim_0089.zw   | sim_0089.json     |             264 |                 225 | -17.33%     |
| sim_0400.zw   | sim_0400.json     |             257 |                 227 | -13.22%     |
| sim_0728.zw   | sim_0728.json     |             271 |                 225 | -20.44%     |
| sim_0640.zw   | sim_0640.json     |             262 |                 235 | -11.49%     |
| sim_0164.zw   | sim_0164.json     |             240 |                 209 | -14.83%     |
| sim_0218.zw   | sim_0218.json     |             278 |                 248 | -12.10%     |
| sim_0970.zw   | sim_0970.json     |             271 |                 244 | -11.07%     |
| sim_0547.zw   | sim_0547.json     |             252 |                 220 | -14.55%     |
| sim_0134.zw   | sim_0134.json     |             230 |                 223 | -3.14%      |
| sim_0421.zw   | sim_0421.json     |             241 |                 220 | -9.55%      |
| sim_0357.zw   | sim_0357.json     |             250 |                 220 | -13.64%     |
| sim_0972.zw   | sim_0972.json     |             259 |                 232 | -11.64%     |
| sim_0755.zw   | sim_0755.json     |             242 |                 227 | -6.61%      |
| sim_0864.zw   | sim_0864.json     |             275 |                 235 | -17.02%     |
| sim_0894.zw   | sim_0894.json     |             252 |                 231 | -9.09%      |
| sim_0889.zw   | sim_0889.json     |             296 |                 243 | -21.81%     |
| sim_0204.zw   | sim_0204.json     |             288 |                 243 | -18.52%     |
| sim_0842.zw   | sim_0842.json     |             271 |                 243 | -11.52%     |
| sim_0156.zw   | sim_0156.json     |             248 |                 211 | -17.54%     |
| sim_0738.zw   | sim_0738.json     |             278 |                 237 | -17.30%     |
| sim_0338.zw   | sim_0338.json     |             284 |                 242 | -17.36%     |
| sim_0355.zw   | sim_0355.json     |             272 |                 238 | -14.29%     |
| sim_0232.zw   | sim_0232.json     |             282 |                 249 | -13.25%     |
| sim_0038.zw   | sim_0038.json     |             262 |                 238 | -10.08%     |
| sim_0014.zw   | sim_0014.json     |             285 |                 234 | -21.79%     |
| sim_0114.zw   | sim_0114.json     |             250 |                 215 | -16.28%     |
| sim_0163.zw   | sim_0163.json     |             250 |                 212 | -17.92%     |
| sim_0373.zw   | sim_0373.json     |             245 |                 220 | -11.36%     |
| sim_0989.zw   | sim_0989.json     |             268 |                 239 | -12.13%     |
| sim_0944.zw   | sim_0944.json     |             259 |                 225 | -15.11%     |
| sim_0603.zw   | sim_0603.json     |             289 |                 245 | -17.96%     |
| sim_0372.zw   | sim_0372.json     |             243 |                 212 | -14.62%     |
| sim_0399.zw   | sim_0399.json     |             279 |                 240 | -16.25%     |
| sim_0764.zw   | sim_0764.json     |             279 |                 238 | -17.23%     |
| sim_0477.zw   | sim_0477.json     |             267 |                 237 | -12.66%     |
| sim_0120.zw   | sim_0120.json     |             266 |                 238 | -11.76%     |
| sim_0583.zw   | sim_0583.json     |             269 |                 236 | -13.98%     |
| sim_0410.zw   | sim_0410.json     |             250 |                 225 | -11.11%     |
| sim_0585.zw   | sim_0585.json     |             262 |                 225 | -16.44%     |
| sim_0890.zw   | sim_0890.json     |             252 |                 215 | -17.21%     |
| sim_0781.zw   | sim_0781.json     |             254 |                 220 | -15.45%     |
| sim_0827.zw   | sim_0827.json     |             238 |                 210 | -13.33%     |
| sim_0538.zw   | sim_0538.json     |             268 |                 237 | -13.08%     |
| sim_0377.zw   | sim_0377.json     |             262 |                 228 | -14.91%     |
| sim_0996.zw   | sim_0996.json     |             269 |                 240 | -12.08%     |
| sim_0720.zw   | sim_0720.json     |             269 |                 234 | -14.96%     |
| sim_0853.zw   | sim_0853.json     |             271 |                 239 | -13.39%     |
| sim_0627.zw   | sim_0627.json     |             256 |                 230 | -11.30%     |
| sim_0077.zw   | sim_0077.json     |             263 |                 228 | -15.35%     |
| sim_0906.zw   | sim_0906.json     |             267 |                 224 | -19.20%     |
| sim_0268.zw   | sim_0268.json     |             246 |                 221 | -11.31%     |
| sim_0492.zw   | sim_0492.json     |             264 |                 233 | -13.30%     |
| sim_0427.zw   | sim_0427.json     |             291 |                 243 | -19.75%     |
| sim_0579.zw   | sim_0579.json     |             271 |                 235 | -15.32%     |
| sim_0348.zw   | sim_0348.json     |             265 |                 219 | -21.00%     |
| sim_0344.zw   | sim_0344.json     |             293 |                 249 | -17.67%     |
| sim_0946.zw   | sim_0946.json     |             277 |                 238 | -16.39%     |
| sim_0072.zw   | sim_0072.json     |             270 |                 239 | -12.97%     |
| sim_0028.zw   | sim_0028.json     |             252 |                 207 | -21.74%     |
| sim_0142.zw   | sim_0142.json     |             244 |                 210 | -16.19%     |
| sim_0480.zw   | sim_0480.json     |             259 |                 231 | -12.12%     |
| sim_0069.zw   | sim_0069.json     |             250 |                 231 | -8.23%      |
| sim_0690.zw   | sim_0690.json     |             273 |                 221 | -23.53%     |
| sim_0006.zw   | sim_0006.json     |             267 |                 239 | -11.72%     |
| sim_0303.zw   | sim_0303.json     |             289 |                 244 | -18.44%     |
| sim_0004.zw   | sim_0004.json     |             269 |                 237 | -13.50%     |
| sim_0991.zw   | sim_0991.json     |             283 |                 241 | -17.43%     |
| sim_0984.zw   | sim_0984.json     |             263 |                 225 | -16.89%     |
| sim_0171.zw   | sim_0171.json     |             255 |                 224 | -13.84%     |
| sim_0380.zw   | sim_0380.json     |             273 |                 235 | -16.17%     |
| sim_0361.zw   | sim_0361.json     |             278 |                 238 | -16.81%     |
| sim_0822.zw   | sim_0822.json     |             275 |                 244 | -12.70%     |
| sim_0366.zw   | sim_0366.json     |             275 |                 240 | -14.58%     |
| sim_0934.zw   | sim_0934.json     |             266 |                 217 | -22.58%     |
| sim_0632.zw   | sim_0632.json     |             247 |                 215 | -14.88%     |
| sim_0499.zw   | sim_0499.json     |             284 |                 241 | -17.84%     |
| sim_0930.zw   | sim_0930.json     |             240 |                 213 | -12.68%     |
| sim_0173.zw   | sim_0173.json     |             282 |                 247 | -14.17%     |
| sim_0887.zw   | sim_0887.json     |             273 |                 242 | -12.81%     |
| sim_0000.zw   | sim_0000.json     |             275 |                 245 | -12.24%     |
| sim_0625.zw   | sim_0625.json     |             283 |                 246 | -15.04%     |
| sim_0977.zw   | sim_0977.json     |             284 |                 254 | -11.81%     |
| sim_0016.zw   | sim_0016.json     |             262 |                 230 | -13.91%     |
| sim_0998.zw   | sim_0998.json     |             261 |                 225 | -16.00%     |
| sim_0760.zw   | sim_0760.json     |             264 |                 239 | -10.46%     |
| sim_0634.zw   | sim_0634.json     |             281 |                 238 | -18.07%     |
| sim_0565.zw   | sim_0565.json     |             256 |                 227 | -12.78%     |
| sim_0608.zw   | sim_0608.json     |             277 |                 239 | -15.90%     |
| sim_0181.zw   | sim_0181.json     |             260 |                 228 | -14.04%     |
| sim_0819.zw   | sim_0819.json     |             256 |                 236 | -8.47%      |
| sim_0710.zw   | sim_0710.json     |             246 |                 218 | -12.84%     |
| sim_0462.zw   | sim_0462.json     |             261 |                 227 | -14.98%     |
| sim_0774.zw   | sim_0774.json     |             271 |                 231 | -17.32%     |

Overall Tokens (ZhiWen): 265060
Overall Tokens (Equivalent): 231409
Overall Reduction: -14.54%
